index,time,scenario,value
145,0:00,10,9775.992
146,0:15,10,9504.723
147,0:30,10,9576.95
148,0:45,10,9339.34
149,1:00,10,8665.796
150,1:15,10,8313.059
151,1:30,10,8169.537
152,1:45,10,8454.748
153,2:00,10,8158.0396
154,2:15,10,7795.308
155,2:30,10,7435.063
156,2:45,10,7072.1787
157,3:00,10,6622.6943
158,3:15,10,6423.984
159,3:30,10,6850.5547
160,3:45,10,7420.604
161,0:00,11,9768.067
162,0:15,11,9478.926
163,0:30,11,9531.558
164,0:45,11,9611.553
165,1:00,11,9380.032
166,1:15,11,9251.528
167,1:30,11,9273.442
168,1:45,11,9293.121
169,2:00,11,8802.146
170,2:15,11,8365.245
171,2:30,11,8089.284
172,2:45,11,7858.374
173,3:00,11,7560.328
174,3:15,11,7491.5186
175,3:30,11,7528.393
176,3:45,11,7716.878
177,0:00,12,9616.605
178,0:15,12,9290.481
179,0:30,12,9426.383
180,0:45,12,9330.64
181,1:00,12,9068.595
182,1:15,12,8998.043
183,1:30,12,9058.259
184,1:45,12,8967.666
185,2:00,12,8332.425
186,2:15,12,8007.0166
187,2:30,12,7750.346
188,2:45,12,7368.71
189,3:00,12,6960.482
190,3:15,12,7029.7036
191,3:30,12,7212.013
192,3:45,12,7637.447
193,0:00,13,9467.298
194,0:15,13,8792.859
195,0:30,13,8997.882
196,0:45,13,9266.998
197,1:00,13,9009.382
198,1:15,13,9078.642
199,1:30,13,9043.4795
200,1:45,13,8913.887
201,2:00,13,8429.3545
202,2:15,13,7785.6895
203,2:30,13,7055.301
204,2:45,13,6637.5303
205,3:00,13,6323.4126
206,3:15,13,6423.3784
207,3:30,13,7005.7573
208,3:45,13,7336.1846
209,0:00,14,9761.686
210,0:15,14,9305.219
211,0:30,14,9179.225
212,0:45,14,9007.731
213,1:00,14,8944.956
214,1:15,14,9140.111
215,1:30,14,9156.938
216,1:45,14,9205.662
217,2:00,14,8759.079
218,2:15,14,8322.375
219,2:30,14,7854.758
220,2:45,14,7492.5
221,3:00,14,7144.9004
222,3:15,14,7086.5903
223,3:30,14,7339.512
224,3:45,14,7541.2515
225,0:00,15,9597.771
226,0:15,15,9185.6045
227,0:30,15,9396.321
228,0:45,15,9236.925
229,1:00,15,9093.822
230,1:15,15,9203.797
231,1:30,15,9220.133
232,1:45,15,8872.479
233,2:00,15,8040.888
234,2:15,15,7544.759
235,2:30,15,7309.5083
236,2:45,15,7347.64
237,3:00,15,7150.4014
238,3:15,15,7141.0513
239,3:30,15,7369.1597
240,3:45,15,7421.6606
241,0:00,16,9556.762
242,0:15,16,9333.794
243,0:30,16,9228.519
244,0:45,16,9135.24
245,1:00,16,8804.132
246,1:15,16,8936.391
247,1:30,16,9166.501
248,1:45,16,9180.834
249,2:00,16,8690.443
250,2:15,16,8375.94
251,2:30,16,8174.546
252,2:45,16,7994.513
253,3:00,16,7769.2383
254,3:15,16,7660.53
255,3:30,16,7598.4956
256,3:45,16,7595.702
257,0:00,17,9758.834
258,0:15,17,9312.23
259,0:30,17,9246.914
260,0:45,17,9421.48
261,1:00,17,9287.543
262,1:15,17,9072.658
263,1:30,17,9190.312
264,1:45,17,9129.443
265,2:00,17,8606.809
266,2:15,17,8103.598
267,2:30,17,7830.208
268,2:45,17,7574.6147
269,3:00,17,7575.637
270,3:15,17,7636.1885
271,3:30,17,7514.593
272,3:45,17,7628.343
273,0:00,18,9725.922
274,0:15,18,9236.91
275,0:30,18,9357.552
276,0:45,18,9292.401
277,1:00,18,8804.4795
278,1:15,18,8700.054
279,1:30,18,8792.957
280,1:45,18,8943.723
281,2:00,18,8378.335
282,2:15,18,8069.7656
283,2:30,18,8033.7705
284,2:45,18,7587.0664
285,3:00,18,7043.167
286,3:15,18,6708.189
287,3:30,18,6816.5366
288,3:45,18,7278.2734
289,0:00,19,9754.502
290,0:15,19,9414.028
291,0:30,19,9422.927
292,0:45,19,9320.107
293,1:00,19,9112.975
294,1:15,19,8990.176
295,1:30,19,9073.229
296,1:45,19,9080.096
297,2:00,19,8464.516
298,2:15,19,8230.047
299,2:30,19,8047.2544
300,2:45,19,7871.8423
301,3:00,19,7775.9697
302,3:15,19,7681.879
303,3:30,19,7633.1895
304,3:45,19,7749.6143
305,0:00,20,9638.082
306,0:15,20,9070.777
307,0:30,20,9271.502
308,0:45,20,9399.262
309,1:00,20,9248.439
310,1:15,20,9212.172
311,1:30,20,9223.264
312,1:45,20,9129.179
313,2:00,20,8605.729
314,2:15,20,8237.313
315,2:30,20,7936.59
316,2:45,20,7740.716
317,3:00,20,7275.2656
318,3:15,20,7175.977
319,3:30,20,7306.5728
320,3:45,20,7439.159
321,0:00,21,9754.852
322,0:15,21,9048.836
323,0:30,21,8898.625
324,0:45,21,8863.061
325,1:00,21,8850.547
326,1:15,21,9106.884
327,1:30,21,9102.477
328,1:45,21,9029.409
329,2:00,21,8399.037
330,2:15,21,8048.0874
331,2:30,21,7970.7007
332,2:45,21,7769.5664
333,3:00,21,7579.4263
334,3:15,21,7623.0146
335,3:30,21,7598.4775
336,3:45,21,7645.886
337,0:00,22,9742.708
338,0:15,22,9498.574
339,0:30,22,9593.833
340,0:45,22,9606.552
341,1:00,22,9275.713
342,1:15,22,9113.344
343,1:30,22,9094.375
344,1:45,22,9218.453
345,2:00,22,8635.62
346,2:15,22,8135.959
347,2:30,22,7962.6567
348,2:45,22,7653.826
349,3:00,22,7217.7
350,3:15,22,7395.647
351,3:30,22,7556.9014
352,3:45,22,7689.412
353,0:00,23,9611.102
354,0:15,23,8974.066
355,0:30,23,9023.495
356,0:45,23,9018.068
357,1:00,23,8948.073
358,1:15,23,9054.189
359,1:30,23,9141.514
360,1:45,23,9190.35
361,2:00,23,8610.535
362,2:15,23,8119.464
363,2:30,23,7836.886
364,2:45,23,7453.9883
365,3:00,23,7338.1226
366,3:15,23,7353.208
367,3:30,23,7284.549
368,3:45,23,7490.8037
369,0:00,24,9761.618
370,0:15,24,9184.629
371,0:30,24,9049.506
372,0:45,24,9085.851
373,1:00,24,8805.567
374,1:15,24,8502.762
375,1:30,24,8930.822
376,1:45,24,9118.281
377,2:00,24,8551.503
378,2:15,24,8206.744
379,2:30,24,7939.2114
380,2:45,24,7733.8545
381,3:00,24,7344.9478
382,3:15,24,7322.832
383,3:30,24,7402.8164
384,3:45,24,7602.1035
385,0:00,25,9765.531
386,0:15,25,9433.241
387,0:30,25,9554.373
388,0:45,25,9399.45
389,1:00,25,9122.861
390,1:15,25,9195.175
391,1:30,25,9089.67
392,1:45,25,8943.127
393,2:00,25,8535.674
394,2:15,25,8260.669
395,2:30,25,7978.344
396,2:45,25,7884.236
397,3:00,25,7648.441
398,3:15,25,7548.8467
399,3:30,25,7509.613
400,3:45,25,7656.707
401,0:00,26,9604.37
402,0:15,26,9009.951
403,0:30,26,9050.449
404,0:45,26,9052.461
405,1:00,26,8996.696
406,1:15,26,8864.276
407,1:30,26,8768.572
408,1:45,26,8866.842
409,2:00,26,8289.946
410,2:15,26,8051.052
411,2:30,26,7755.7153
412,2:45,26,7167.4263
413,3:00,26,6726.824
414,3:15,26,6698.451
415,3:30,26,7036.307
416,3:45,26,7571.9707
417,0:00,27,9789.11
418,0:15,27,9424.209
419,0:30,27,9437.195
420,0:45,27,9348.252
421,1:00,27,8906.014
422,1:15,27,8961.909
423,1:30,27,9174.43
424,1:45,27,9090.509
425,2:00,27,8709.485
426,2:15,27,8439.1
427,2:30,27,8177.331
428,2:45,27,7960.3022
429,3:00,27,7697.003
430,3:15,27,7596.2603
431,3:30,27,7625.458
432,3:45,27,7751.6973
433,0:00,28,9644.352
434,0:15,28,8990.147
435,0:30,28,8995.22
436,0:45,28,9070.703
437,1:00,28,8993.224
438,1:15,28,8934.364
439,1:30,28,8733.531
440,1:45,28,8649.102
441,2:00,28,8156.056
442,2:15,28,8023.684
443,2:30,28,7794.0796
444,2:45,28,7434.9595
445,3:00,28,7158.0693
446,3:15,28,7115.021
447,3:30,28,7345.409
448,3:45,28,7564.3096
449,0:00,29,9706.8545
450,0:15,29,9242.922
451,0:30,29,9332.003
452,0:45,29,9285.538
453,1:00,29,9162.029
454,1:15,29,9293.805
455,1:30,29,9278.206
456,1:45,29,9070.718
457,2:00,29,8334.667
458,2:15,29,7805.2783
459,2:30,29,7701.2983
460,2:45,29,7773.132
461,3:00,29,7516.118
462,3:15,29,7582.5386
463,3:30,29,7640.384
464,3:45,29,7737.3843
465,0:00,30,9730.611
466,0:15,30,9440.956
467,0:30,30,9591.049
468,0:45,30,9496.955
469,1:00,30,9020.756
470,1:15,30,8922.807
471,1:30,30,8844.841
472,1:45,30,8637.475
473,2:00,30,7961.1035
474,2:15,30,7737.8135
475,2:30,30,7850.6177
476,2:45,30,7779.8696
477,3:00,30,7669.875
478,3:15,30,7465.256
479,3:30,30,7546.4316
480,3:45,30,7602.2354
481,0:00,31,9773.557
482,0:15,31,9364.705
483,0:30,31,9512.19
484,0:45,31,9528.088
485,1:00,31,9274.894
486,1:15,31,9221.882
487,1:30,31,9164.49
488,1:45,31,9038.211
489,2:00,31,8592.315
490,2:15,31,8230.033
491,2:30,31,7788.392
492,2:45,31,7579.375
493,3:00,31,7401.8125
494,3:15,31,7406.916
495,3:30,31,7460.5396
496,3:45,31,7722.9785
497,0:00,32,9708.213
498,0:15,32,9477.697
499,0:30,32,9498.491
500,0:45,32,9491.517
501,1:00,32,9200.922
502,1:15,32,9017.569
503,1:30,32,9005.406
504,1:45,32,8977.168
505,2:00,32,8523.716
506,2:15,32,8227.344
507,2:30,32,7931.962
508,2:45,32,7744.6694
509,3:00,32,7480.649
510,3:15,32,7260.4766
511,3:30,32,7356.3555
512,3:45,32,7555.9385
513,0:00,33,9540.572
514,0:15,33,9164.98
515,0:30,33,9309.378
516,0:45,33,9104.101
517,1:00,33,8855.719
518,1:15,33,8863.638
519,1:30,33,9059.545
520,1:45,33,9157.324
521,2:00,33,8508.98
522,2:15,33,8236.736
523,2:30,33,8089.895
524,2:45,33,7729.2095
525,3:00,33,7557.734
526,3:15,33,7625.7974
527,3:30,33,7639.551
528,3:45,33,7685.8027
529,0:00,34,9626.584
530,0:15,34,9342.09
531,0:30,34,9489.761
532,0:45,34,9375.809
533,1:00,34,9052.177
534,1:15,34,9042.115
535,1:30,34,9197.584
536,1:45,34,9099.372
537,2:00,34,8486.324
538,2:15,34,8088.869
539,2:30,34,7761.341
540,2:45,34,7682.949
541,3:00,34,7530.1064
542,3:15,34,7575.1523
543,3:30,34,7645.2505
544,3:45,34,7631.5815
545,0:00,35,9760.775
546,0:15,35,9281.676
547,0:30,35,9461.646
548,0:45,35,9458.515
549,1:00,35,8937.685
550,1:15,35,8918.08
551,1:30,35,8967.891
552,1:45,35,8891.171
553,2:00,35,8434.749
554,2:15,35,8015.171
555,2:30,35,7811.8115
556,2:45,35,7769.903
557,3:00,35,7605.7944
558,3:15,35,7623.0913
559,3:30,35,7575.4697
560,3:45,35,7583.339
561,0:00,36,9885.472
562,0:15,36,9388.791
563,0:30,36,9373.712
564,0:45,36,9435.438
565,1:00,36,9232.961
566,1:15,36,9040.495
567,1:30,36,9175.762
568,1:45,36,9176.52
569,2:00,36,8434.626
570,2:15,36,8208.634
571,2:30,36,8050.421
572,2:45,36,7936.2935
573,3:00,36,7711.0166
574,3:15,36,7631.6904
575,3:30,36,7606.925
576,3:45,36,7708.5493
577,0:00,37,9764.737
578,0:15,37,9375.896
579,0:30,37,9399.486
580,0:45,37,9296.055
581,1:00,37,8959.599
582,1:15,37,8889.713
583,1:30,37,8908.879
584,1:45,37,8657.488
585,2:00,37,8119.0327
586,2:15,37,7792.365
587,2:30,37,7857.751
588,2:45,37,7794.74
589,3:00,37,7470.1953
590,3:15,37,7441.031
591,3:30,37,7337.9106
592,3:45,37,7507.858
593,0:00,38,9759.37
594,0:15,38,9484.625
595,0:30,38,9548.01
596,0:45,38,9487.221
597,1:00,38,9078.412
598,1:15,38,8642.32
599,1:30,38,8291.527
600,1:45,38,8155.5347
601,2:00,38,7710.089
602,2:15,38,7685.611
603,2:30,38,7798.923
604,2:45,38,7416.2114
605,3:00,38,7388.1997
606,3:15,38,7210.9277
607,3:30,38,7372.301
608,3:45,38,7534.056
609,0:00,39,9727.371
610,0:15,39,9261.548
611,0:30,39,9296.354
612,0:45,39,9324.637
613,1:00,39,9108.799
614,1:15,39,9122.024
615,1:30,39,9008.608
616,1:45,39,8815.789
617,2:00,39,8242.066
618,2:15,39,8007.7124
619,2:30,39,7891.3394
620,2:45,39,7734.5464
621,3:00,39,7653.006
622,3:15,39,7527.6553
623,3:30,39,7550.584
624,3:45,39,7610.5747
625,0:00,40,9524.121
626,0:15,40,8831.109
627,0:30,40,8957.547
628,0:45,40,9069.603
629,1:00,40,8743.87
630,1:15,40,9034.205
631,1:30,40,9207.607
632,1:45,40,9131.011
633,2:00,40,8643.123
634,2:15,40,7947.4854
635,2:30,40,7112.282
636,2:45,40,6501.1206
637,3:00,40,6184.054
638,3:15,40,6629.5244
639,3:30,40,7191.637
640,3:45,40,7610.563
641,0:00,41,9768.898
642,0:15,41,9382.102
643,0:30,41,9443.977
644,0:45,41,9521.222
645,1:00,41,9304.73
646,1:15,41,9248.193
647,1:30,41,9302.816
648,1:45,41,9275.371
649,2:00,41,8628.612
650,2:15,41,8008.3433
651,2:30,41,7501.7617
652,2:45,41,7191.7993
653,3:00,41,7075.96
654,3:15,41,7324.4233
655,3:30,41,7490.8555
656,3:45,41,7694.8564
657,0:00,42,9736.079
658,0:15,42,9067.267
659,0:30,42,8865.059
660,0:45,42,8724.975
661,1:00,42,8430.191
662,1:15,42,8755.615
663,1:30,42,8979.235
664,1:45,42,8976.041
665,2:00,42,8540.949
666,2:15,42,8217.928
667,2:30,42,7926.097
668,2:45,42,7491.9575
669,3:00,42,7366.7026
670,3:15,42,7404.8467
671,3:30,42,7495.428
672,3:45,42,7654.1763
673,0:00,43,9693.031
674,0:15,43,9115.555
675,0:30,43,9363.123
676,0:45,43,9466.734
677,1:00,43,9165.307
678,1:15,43,9196.893
679,1:30,43,9296.324
680,1:45,43,9183.279
681,2:00,43,8704.916
682,2:15,43,8355.913
683,2:30,43,7932.2163
684,2:45,43,7564.824
685,3:00,43,7166.2217
686,3:15,43,7237.545
687,3:30,43,7539.3965
688,3:45,43,7500.079
689,0:00,44,9658.025
690,0:15,44,9087.861
691,0:30,44,9304.482
692,0:45,44,9351.942
693,1:00,44,8898.428
694,1:15,44,8746.459
695,1:30,44,8829.158
696,1:45,44,8626.559
697,2:00,44,8116.32
698,2:15,44,7959.268
699,2:30,44,7869.071
700,2:45,44,7823.6626
701,3:00,44,7710.847
702,3:15,44,7609.2275
703,3:30,44,7536.5474
704,3:45,44,7567.463
705,0:00,45,9717.608
706,0:15,45,9477.737
707,0:30,45,9552.861
708,0:45,45,9375.096
709,1:00,45,9163.617
710,1:15,45,9252.378
711,1:30,45,9166.114
712,1:45,45,9104.952
713,2:00,45,8717.037
714,2:15,45,8357.901
715,2:30,45,8108.8066
716,2:45,45,7980.5967
717,3:00,45,7757.138
718,3:15,45,7590.932
719,3:30,45,7592.462
720,3:45,45,7653.4507
721,0:00,46,9732.847
722,0:15,46,9350.088
723,0:30,46,9522.631
724,0:45,46,9530.482
725,1:00,46,9231.008
726,1:15,46,9266.764
727,1:30,46,9172.234
728,1:45,46,9137.465
729,2:00,46,8668.889
730,2:15,46,8334.7295
731,2:30,46,8067.16
732,2:45,46,7829.6616
733,3:00,46,7364.9214
734,3:15,46,7106.5537
735,3:30,46,7229.3984
736,3:45,46,7586.656
737,0:00,47,9624.268
738,0:15,47,9043.54
739,0:30,47,9297.818
740,0:45,47,9455.573
741,1:00,47,9156.7295
742,1:15,47,9262.768
743,1:30,47,9328.08
744,1:45,47,9212.53
745,2:00,47,8698.159
746,2:15,47,8424.876
747,2:30,47,8134.498
748,2:45,47,7943.4604
749,3:00,47,7683.931
750,3:15,47,7587.6504
751,3:30,47,7560.6123
752,3:45,47,7651.485
753,0:00,48,9745.613
754,0:15,48,9363.495
755,0:30,48,9253.246
756,0:45,48,9321.434
757,1:00,48,9195.625
758,1:15,48,9119.454
759,1:30,48,9241.332
760,1:45,48,8943.568
761,2:00,48,8393.703
762,2:15,48,8035.2314
763,2:30,48,7829.555
764,2:45,48,7705.574
765,3:00,48,7077.1865
766,3:15,48,6609.8105
767,3:30,48,6748.566
768,3:45,48,7209.4375
769,0:00,49,9696.486
770,0:15,49,9176.372
771,0:30,49,9116.354
772,0:45,49,9103.009
773,1:00,49,8893.31
774,1:15,49,8798.21
775,1:30,49,8973.571
776,1:45,49,9064.102
777,2:00,49,8516.822
778,2:15,49,8157.9644
779,2:30,49,7718.2095
780,2:45,49,7550.229
781,3:00,49,7310.417
782,3:15,49,7423.2134
783,3:30,49,7381.5537
784,3:45,49,7485.08
785,0:00,50,9748.489
786,0:15,50,9373.521
787,0:30,50,9421.741
788,0:45,50,9350.677
789,1:00,50,9220.244
790,1:15,50,9166.301
791,1:30,50,9150.695
792,1:45,50,9120.4795
793,2:00,50,8556.305
794,2:15,50,8213.46
795,2:30,50,7925.5264
796,2:45,50,7698.3057
797,3:00,50,7440.4443
798,3:15,50,7429.171
799,3:30,50,7539.749
800,3:45,50,7552.0264
801,0:00,51,9678.543
802,0:15,51,9161.252
803,0:30,51,9404.177
804,0:45,51,9537.764
805,1:00,51,9236.211
806,1:15,51,9235.795
807,1:30,51,9294.57
808,1:45,51,9246.933
809,2:00,51,8630.054
810,2:15,51,8299.519
811,2:30,51,8023.956
812,2:45,51,7822.001
813,3:00,51,7565.9053
814,3:15,51,7448.261
815,3:30,51,7501.6436
816,3:45,51,7680.5645
817,0:00,52,9694.412
818,0:15,52,9060.169
819,0:30,52,8831.631
820,0:45,52,8903.045
821,1:00,52,8890.441
822,1:15,52,8919.396
823,1:30,52,9052.479
824,1:45,52,8937.276
825,2:00,52,8545.526
826,2:15,52,8315.686
827,2:30,52,8163.845
828,2:45,52,7903.4214
829,3:00,52,7714.0
830,3:15,52,7661.611
831,3:30,52,7524.463
832,3:45,52,7628.6885
833,0:00,53,9671.879
834,0:15,53,9320.867
835,0:30,53,9399.774
836,0:45,53,9345.546
837,1:00,53,8971.174
838,1:15,53,9090.8125
839,1:30,53,9039.207
840,1:45,53,8968.09
841,2:00,53,8382.12
842,2:15,53,8157.949
843,2:30,53,7935.953
844,2:45,53,7782.9805
845,3:00,53,7675.0283
846,3:15,53,7666.598
847,3:30,53,7680.04
848,3:45,53,7671.9355
849,0:00,54,9719.976
850,0:15,54,9481.587
851,0:30,54,9613.72
852,0:45,54,9514.028
853,1:00,54,9293.04
854,1:15,54,9343.014
855,1:30,54,9286.158
856,1:45,54,9180.206
857,2:00,54,8718.8955
858,2:15,54,8311.135
859,2:30,54,8139.518
860,2:45,54,8041.84
861,3:00,54,7717.3647
862,3:15,54,7686.015
863,3:30,54,7633.8584
864,3:45,54,7637.2705
865,0:00,55,9761.908
866,0:15,55,9381.033
867,0:30,55,9419.222
868,0:45,55,9526.826
869,1:00,55,9345.448
870,1:15,55,9265.525
871,1:30,55,9223.127
872,1:45,55,9136.811
873,2:00,55,8626.799
874,2:15,55,8250.424
875,2:30,55,7989.1587
876,2:45,55,7843.6504
877,3:00,55,7595.9565
878,3:15,55,7457.034
879,3:30,55,7556.4844
880,3:45,55,7663.644
881,0:00,56,9711.219
882,0:15,56,9193.111
883,0:30,56,9091.465
884,0:45,56,9278.34
885,1:00,56,9159.024
886,1:15,56,8970.639
887,1:30,56,9221.083
888,1:45,56,9153.993
889,2:00,56,8506.617
890,2:15,56,8248.797
891,2:30,56,7973.0854
892,2:45,56,7646.7227
893,3:00,56,7118.593
894,3:15,56,6818.9033
895,3:30,56,7000.574
896,3:45,56,7474.5986
897,0:00,57,9737.803
898,0:15,57,9290.043
899,0:30,57,9265.27
900,0:45,57,9052.08
901,1:00,57,8703.026
902,1:15,57,8977.272
903,1:30,57,9146.158
904,1:45,57,9024.195
905,2:00,57,8470.05
906,2:15,57,8009.5967
907,2:30,57,7753.5415
908,2:45,57,7517.936
909,3:00,57,7202.697
910,3:15,57,6929.312
911,3:30,57,7061.7954
912,3:45,57,7246.7935
913,0:00,58,9630.955
914,0:15,58,9027.113
915,0:30,58,9122.078
916,0:45,58,9334.121
917,1:00,58,9077.256
918,1:15,58,9156.695
919,1:30,58,9204.395
920,1:45,58,9147.433
921,2:00,58,8627.538
922,2:15,58,8030.0156
923,2:30,58,7498.796
924,2:45,58,7148.434
925,3:00,58,7076.953
926,3:15,58,7403.4688
927,3:30,58,7389.524
928,3:45,58,7619.1665
929,0:00,59,9672.731
930,0:15,59,9053.217
931,0:30,59,9188.992
932,0:45,59,9273.6875
933,1:00,59,8990.759
934,1:15,59,8896.52
935,1:30,59,8869.342
936,1:45,59,8943.689
937,2:00,59,8328.456
938,2:15,59,7615.6104
939,2:30,59,7117.2246
940,2:45,59,6646.1675
941,3:00,59,6713.305
942,3:15,59,7071.4907
943,3:30,59,7157.9707
944,3:45,59,7522.979
945,0:00,60,9730.977
946,0:15,60,9338.74
947,0:30,60,9485.73
948,0:45,60,9424.098
949,1:00,60,9149.459
950,1:15,60,9108.996
951,1:30,60,9091.704
952,1:45,60,8978.277
953,2:00,60,8310.908
954,2:15,60,8067.8125
955,2:30,60,7882.0947
956,2:45,60,7557.8345
957,3:00,60,7268.7563
958,3:15,60,7220.9077
959,3:30,60,7451.68
960,3:45,60,7659.5215
961,0:00,61,9683.457
962,0:15,61,9413.012
963,0:30,61,9413.397
964,0:45,61,9483.919
965,1:00,61,9304.573
966,1:15,61,9315.322
967,1:30,61,9329.975
968,1:45,61,9154.268
969,2:00,61,8613.338
970,2:15,61,8315.558
971,2:30,61,8052.891
972,2:45,61,7666.7935
973,3:00,61,7543.435
974,3:15,61,7465.307
975,3:30,61,7532.3735
976,3:45,61,7679.015
977,0:00,62,9729.877
978,0:15,62,9170.27
979,0:30,62,8984.269
980,0:45,62,8748.717
981,1:00,62,8390.582
982,1:15,62,8676.886
983,1:30,62,8968.042
984,1:45,62,8960.162
985,2:00,62,8512.514
986,2:15,62,8103.634
987,2:30,62,7840.802
988,2:45,62,7572.883
989,3:00,62,7317.528
990,3:15,62,7332.1084
991,3:30,62,7506.8896
992,3:45,62,7522.2324
993,0:00,63,9734.359
994,0:15,63,9306.85
995,0:30,63,9344.139
996,0:45,63,9265.914
997,1:00,63,8916.1045
998,1:15,63,8683.491
999,1:30,63,8656.791
1000,1:45,63,8675.484
1001,2:00,63,8287.191
1002,2:15,63,8028.069
1003,2:30,63,7716.0117
1004,2:45,63,7546.0083
1005,3:00,63,7358.5107
1006,3:15,63,7284.056
1007,3:30,63,7501.1973
1008,3:45,63,7658.0645
1009,0:00,64,9774.918
1010,0:15,64,9325.9
1011,0:30,64,9471.857
1012,0:45,64,9486.333
1013,1:00,64,9012.566
1014,1:15,64,9010.114
1015,1:30,64,9005.107
1016,1:45,64,8775.723
1017,2:00,64,8234.659
1018,2:15,64,7881.1436
1019,2:30,64,7575.45
1020,2:45,64,7455.967
1021,3:00,64,7207.204
1022,3:15,64,7258.5234
1023,3:30,64,7423.137
1024,3:45,64,7489.23
1025,0:00,65,9744.939
1026,0:15,65,9338.211
1027,0:30,65,9294.126
1028,0:45,65,9164.994
1029,1:00,65,8977.505
1030,1:15,65,8994.131
1031,1:30,65,9000.021
1032,1:45,65,9081.604
1033,2:00,65,8482.776
1034,2:15,65,7896.545
1035,2:30,65,7620.8887
1036,2:45,65,7289.528
1037,3:00,65,6980.746
1038,3:15,65,6889.634
1039,3:30,65,7187.0586
1040,3:45,65,7448.5386
1041,0:00,66,9728.934
1042,0:15,66,9286.777
1043,0:30,66,9261.776
1044,0:45,66,9063.26
1045,1:00,66,9006.8
1046,1:15,66,9126.015
1047,1:30,66,9168.02
1048,1:45,66,9073.016
1049,2:00,66,8463.492
1050,2:15,66,8008.6704
1051,2:30,66,7809.012
