0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9611.102,8974.066,9023.495,9018.068,8948.073,9054.189,9141.514,9190.35,8610.535,8119.464,7836.886,7453.9883,7338.1226,7353.208,7284.549,7490.8037
9761.618,9184.629,9049.506,9085.851,8805.567,8502.762,8930.822,9118.281,8551.503,8206.744,7939.2114,7733.8545,7344.9478,7322.832,7402.8164,7602.1035
9765.531,9433.241,9554.373,9399.45,9122.861,9195.175,9089.67,8943.127,8535.674,8260.669,7978.344,7884.236,7648.441,7548.8467,7509.613,7656.707
9604.37,9009.951,9050.449,9052.461,8996.696,8864.276,8768.572,8866.842,8289.946,8051.052,7755.7153,7167.4263,6726.824,6698.451,7036.307,7571.9707
9789.11,9424.209,9437.195,9348.252,8906.014,8961.909,9174.43,9090.509,8709.485,8439.1,8177.331,7960.3022,7697.003,7596.2603,7625.458,7751.6973
9644.352,8990.147,8995.22,9070.703,8993.224,8934.364,8733.531,8649.102,8156.056,8023.684,7794.0796,7434.9595,7158.0693,7115.021,7345.409,7564.3096
9706.8545,9242.922,9332.003,9285.538,9162.029,9293.805,9278.206,9070.718,8334.667,7805.2783,7701.2983,7773.132,7516.118,7582.5386,7640.384,7737.3843
9730.611,9440.956,9591.049,9496.955,9020.756,8922.807,8844.841,8637.475,7961.1035,7737.8135,7850.6177,7779.8696,7669.875,7465.256,7546.4316,7602.2354
9773.557,9364.705,9512.19,9528.088,9274.894,9221.882,9164.49,9038.211,8592.315,8230.033,7788.392,7579.375,7401.8125,7406.916,7460.5396,7722.9785
9708.213,9477.697,9498.491,9491.517,9200.922,9017.569,9005.406,8977.168,8523.716,8227.344,7931.962,7744.6694,7480.649,7260.4766,7356.3555,7555.9385
9540.572,9164.98,9309.378,9104.101,8855.719,8863.638,9059.545,9157.324,8508.98,8236.736,8089.895,7729.2095,7557.734,7625.7974,7639.551,7685.8027
9626.584,9342.09,9489.761,9375.809,9052.177,9042.115,9197.584,9099.372,8486.324,8088.869,7761.341,7682.949,7530.1064,7575.1523,7645.2505,7631.5815
9760.775,9281.676,9461.646,9458.515,8937.685,8918.08,8967.891,8891.171,8434.749,8015.171,7811.8115,7769.903,7605.7944,7623.0913,7575.4697,7583.339
9885.472,9388.791,9373.712,9435.438,9232.961,9040.495,9175.762,9176.52,8434.626,8208.634,8050.421,7936.2935,7711.0166,7631.6904,7606.925,7708.5493
9764.737,9375.896,9399.486,9296.055,8959.599,8889.713,8908.879,8657.488,8119.0327,7792.365,7857.751,7794.74,7470.1953,7441.031,7337.9106,7507.858
9759.37,9484.625,9548.01,9487.221,9078.412,8642.32,8291.527,8155.5347,7710.089,7685.611,7798.923,7416.2114,7388.1997,7210.9277,7372.301,7534.056
9727.371,9261.548,9296.354,9324.637,9108.799,9122.024,9008.608,8815.789,8242.066,8007.7124,7891.3394,7734.5464,7653.006,7527.6553,7550.584,7610.5747
9524.121,8831.109,8957.547,9069.603,8743.87,9034.205,9207.607,9131.011,8643.123,7947.4854,7112.282,6501.1206,6184.054,6629.5244,7191.637,7610.563
9768.898,9382.102,9443.977,9521.222,9304.73,9248.193,9302.816,9275.371,8628.612,8008.3433,7501.7617,7191.7993,7075.96,7324.4233,7490.8555,7694.8564
9736.079,9067.267,8865.059,8724.975,8430.191,8755.615,8979.235,8976.041,8540.949,8217.928,7926.097,7491.9575,7366.7026,7404.8467,7495.428,7654.1763
9693.031,9115.555,9363.123,9466.734,9165.307,9196.893,9296.324,9183.279,8704.916,8355.913,7932.2163,7564.824,7166.2217,7237.545,7539.3965,7500.079
9658.025,9087.861,9304.482,9351.942,8898.428,8746.459,8829.158,8626.559,8116.32,7959.268,7869.071,7823.6626,7710.847,7609.2275,7536.5474,7567.463
9717.608,9477.737,9552.861,9375.096,9163.617,9252.378,9166.114,9104.952,8717.037,8357.901,8108.8066,7980.5967,7757.138,7590.932,7592.462,7653.4507
9732.847,9350.088,9522.631,9530.482,9231.008,9266.764,9172.234,9137.465,8668.889,8334.7295,8067.16,7829.6616,7364.9214,7106.5537,7229.3984,7586.656
9624.268,9043.54,9297.818,9455.573,9156.7295,9262.768,9328.08,9212.53,8698.159,8424.876,8134.498,7943.4604,7683.931,7587.6504,7560.6123,7651.485
9745.613,9363.495,9253.246,9321.434,9195.625,9119.454,9241.332,8943.568,8393.703,8035.2314,7829.555,7705.574,7077.1865,6609.8105,6748.566,7209.4375
9696.486,9176.372,9116.354,9103.009,8893.31,8798.21,8973.571,9064.102,8516.822,8157.9644,7718.2095,7550.229,7310.417,7423.2134,7381.5537,7485.08
9748.489,9373.521,9421.741,9350.677,9220.244,9166.301,9150.695,9120.4795,8556.305,8213.46,7925.5264,7698.3057,7440.4443,7429.171,7539.749,7552.0264
9678.543,9161.252,9404.177,9537.764,9236.211,9235.795,9294.57,9246.933,8630.054,8299.519,8023.956,7822.001,7565.9053,7448.261,7501.6436,7680.5645
9694.412,9060.169,8831.631,8903.045,8890.441,8919.396,9052.479,8937.276,8545.526,8315.686,8163.845,7903.4214,7714.0,7661.611,7524.463,7628.6885
9671.879,9320.867,9399.774,9345.546,8971.174,9090.8125,9039.207,8968.09,8382.12,8157.949,7935.953,7782.9805,7675.0283,7666.598,7680.04,7671.9355
9719.976,9481.587,9613.72,9514.028,9293.04,9343.014,9286.158,9180.206,8718.8955,8311.135,8139.518,8041.84,7717.3647,7686.015,7633.8584,7637.2705
9761.908,9381.033,9419.222,9526.826,9345.448,9265.525,9223.127,9136.811,8626.799,8250.424,7989.1587,7843.6504,7595.9565,7457.034,7556.4844,7663.644
9711.219,9193.111,9091.465,9278.34,9159.024,8970.639,9221.083,9153.993,8506.617,8248.797,7973.0854,7646.7227,7118.593,6818.9033,7000.574,7474.5986
9737.803,9290.043,9265.27,9052.08,8703.026,8977.272,9146.158,9024.195,8470.05,8009.5967,7753.5415,7517.936,7202.697,6929.312,7061.7954,7246.7935
9630.955,9027.113,9122.078,9334.121,9077.256,9156.695,9204.395,9147.433,8627.538,8030.0156,7498.796,7148.434,7076.953,7403.4688,7389.524,7619.1665
9672.731,9053.217,9188.992,9273.6875,8990.759,8896.52,8869.342,8943.689,8328.456,7615.6104,7117.2246,6646.1675,6713.305,7071.4907,7157.9707,7522.979
9730.977,9338.74,9485.73,9424.098,9149.459,9108.996,9091.704,8978.277,8310.908,8067.8125,7882.0947,7557.8345,7268.7563,7220.9077,7451.68,7659.5215
9683.457,9413.012,9413.397,9483.919,9304.573,9315.322,9329.975,9154.268,8613.338,8315.558,8052.891,7666.7935,7543.435,7465.307,7532.3735,7679.015
9729.877,9170.27,8984.269,8748.717,8390.582,8676.886,8968.042,8960.162,8512.514,8103.634,7840.802,7572.883,7317.528,7332.1084,7506.8896,7522.2324
9734.359,9306.85,9344.139,9265.914,8916.1045,8683.491,8656.791,8675.484,8287.191,8028.069,7716.0117,7546.0083,7358.5107,7284.056,7501.1973,7658.0645
9774.918,9325.9,9471.857,9486.333,9012.566,9010.114,9005.107,8775.723,8234.659,7881.1436,7575.45,7455.967,7207.204,7258.5234,7423.137,7489.23
9744.939,9338.211,9294.126,9164.994,8977.505,8994.131,9000.021,9081.604,8482.776,7896.545,7620.8887,7289.528,6980.746,6889.634,7187.0586,7448.5386
9728.934,9286.777,9261.776,9063.26,9006.8,9126.015,9168.02,9073.016,8463.492,8008.6704,7809.012,7725.917,7530.939,7405.1167,7524.967,7730.4727
9680.561,9387.373,9565.681,9506.258,9274.568,9215.103,9141.728,9118.586,8465.344,8024.211,7829.4116,7797.0054,7465.026,7089.656,7329.0244,7487.5244
9704.724,9470.174,9627.09,9486.642,8972.457,8788.551,8668.693,8601.05,8232.099,7957.8223,7968.241,7782.1846,7538.848,7481.9497,7557.052,7760.341
9709.364,9457.17,9574.836,9525.211,9346.807,9320.801,9287.949,9024.197,8170.3237,7638.248,7399.5454,7417.597,7180.1133,7076.791,7344.8267,7590.05
9675.83,9387.786,9500.527,9470.504,9084.993,8847.587,8851.1875,8771.392,8102.4287,7615.5386,7447.965,7384.7007,7230.17,7090.2446,7267.8926,7565.7666
9745.4,9235.319,9256.234,9379.77,9079.197,9083.966,8899.824,8648.878,7890.133,7467.37,7378.9146,7401.877,7151.0723,7253.59,7307.156,7627.7026
9497.6455,8616.34,8552.105,8507.174,8313.4375,8651.703,8969.733,8751.844,8439.868,8138.326,7956.7095,7570.1694,6776.273,6427.5967,6655.6357,7221.3716
9807.377,9353.512,9378.762,9305.828,8763.012,8516.228,8600.273,8629.906,8205.298,8136.791,7625.0396,7252.509,6757.366,6778.997,7125.7017,7632.6924
9725.701,9342.725,9509.7705,9516.835,9144.532,9203.301,9278.21,9193.784,8575.404,8237.1455,7927.246,7624.5093,7399.2524,7259.192,7458.783,7609.711
9761.182,9467.535,9549.955,9511.668,9336.704,9260.556,9200.891,9187.57,8639.0,8352.819,8183.3237,7938.9966,7737.2603,7653.3228,7609.2705,7721.5547
9758.407,9311.917,9222.073,9217.693,8848.074,8705.37,9057.001,8900.156,8466.945,8251.456,7945.931,7473.7485,7183.1284,7292.976,7512.7036,7708.1055
9749.7705,9420.849,9428.118,9399.91,9240.36,9091.064,9073.995,8996.198,8595.439,8180.6416,7893.0337,7680.2153,7349.9653,7091.1143,7256.4883,7510.3535
9760.232,9366.289,9515.816,9476.34,9035.474,9031.229,9159.132,9073.9795,8482.77,8148.1406,7777.4233,7556.901,7352.5176,7362.5864,7464.5864,7476.9434
9747.883,9258.791,9219.076,9329.189,9141.881,9013.8955,9166.018,9183.935,8535.063,8146.3,7781.324,7598.6875,7546.498,7528.8926,7481.7344,7636.863
9693.533,9386.301,9324.819,9284.218,8992.692,8950.732,9098.166,9137.201,8353.861,7917.5205,7679.84,7504.5107,7269.3516,7194.7544,7334.365,7570.6626
9770.982,9399.738,9495.371,9527.223,9152.511,9190.16,9279.296,8917.406,8598.877,8227.686,7636.7524,7298.353,6926.439,7025.6865,7375.916,7694.5645
9739.189,9370.158,9323.74,9329.884,9275.421,9196.917,9092.549,9104.994,8503.771,8169.7373,7885.6543,7775.407,7597.4746,7345.3486,7478.9575,7637.208
9752.558,9486.009,9529.878,9425.026,9273.391,9309.569,9244.162,9205.158,8757.244,8358.478,8150.6616,7931.9893,7707.5347,7586.0933,7539.0605,7561.3696
9495.431,8643.864,8671.414,8755.02,8894.36,9095.876,9029.597,8935.742,8299.377,8065.717,7843.2188,7518.237,7456.783,7303.841,7402.256,7563.511
9757.718,9376.844,9404.387,9354.3,9034.062,8983.168,9093.976,9019.321,8573.049,8292.886,7805.503,7381.6904,6935.033,7027.6885,7355.4297,7621.431
9858.211,9395.012,9454.236,9397.704,8912.996,8948.19,9162.129,9155.9375,8407.688,8247.469,7982.054,7482.8027,7250.657,7242.222,7410.7817,7532.5596
9693.892,9263.78,9451.874,9340.19,8977.848,9037.858,9095.994,8926.093,8382.289,7930.487,7892.8506,7776.1763,7528.2695,7572.9517,7663.365,7731.898
9704.065,9472.492,9493.864,9495.353,9338.313,9344.279,9272.699,9160.92,8676.209,8325.586,8137.7036,7866.104,7562.973,7558.3657,7594.4917,7742.62
9653.426,9422.43,9397.9,9309.265,9004.409,9054.516,9018.613,9087.531,8701.682,8143.977,7914.6206,7734.535,7389.9873,7030.6313,7342.5103,7616.4014
9808.38,9394.651,9527.715,9616.963,9329.224,9357.656,9339.821,9102.632,8544.011,7957.7007,7295.9497,6747.772,6595.1562,6915.662,7282.359,7509.1147
9691.356,9369.841,9301.119,9402.276,9042.298,8655.926,8639.08,8518.47,7982.115,7619.0444,7492.252,7590.3555,7351.947,7284.53,7499.797,7723.6836
9708.415,9217.401,9378.58,9257.707,9070.414,9188.005,9109.164,8910.533,8325.506,7862.772,7538.5747,7473.9824,7437.591,7274.6704,7381.424,7530.194
9666.879,9264.128,9315.426,8850.911,8676.128,8565.543,8363.698,8566.908,8115.753,7878.7915,7751.787,7354.203,7110.828,7234.8486,7404.415,7696.0
9698.438,9189.461,9418.274,9392.723,8911.004,9050.884,9209.0205,9062.8545,8365.846,8036.9966,7773.621,7659.1523,7578.817,7485.181,7504.3306,7655.494
9746.469,9399.844,9552.367,9602.95,9353.695,9281.505,9253.494,9148.406,8447.99,7864.0894,7623.796,7535.998,7415.358,7522.3823,7497.123,7587.7944
9674.842,9377.977,9331.746,9319.721,9115.269,9265.327,9279.758,9181.031,8767.018,8435.506,8128.74,7787.6797,7346.84,7153.211,7338.7935,7520.792
9748.439,9468.345,9490.267,9323.036,9074.217,9114.6,9075.872,8852.883,8255.741,7896.025,7749.5107,7731.0254,7551.7,7225.5757,7391.6636,7558.299
9771.896,9435.086,9558.582,9594.953,9314.098,9086.053,9064.822,9073.062,8430.52,7905.6245,7943.4688,7806.077,7605.754,7563.5054,7609.86,7734.6265
9732.802,9240.785,9441.619,9552.166,9272.6875,9281.959,9200.635,9241.748,8802.019,8257.251,7981.341,7738.371,7509.5537,7411.6587,7514.1313,7622.0303
9784.682,9400.779,9360.169,9151.224,8792.155,8908.579,9052.652,9114.614,8717.522,8152.6304,7877.5723,7591.9966,7089.3203,7162.917,7246.947,7539.356
