,renewable_phy_id,periodid,renewableP
36,300000GN000000140,2023-06-01 00:15:00,22.04
37,300000GN000000141,2023-06-01 00:15:00,0.0
38,300000GN000000142,2023-06-01 00:15:00,16.86
39,300000GN000000143,2023-06-01 00:15:00,0.0
40,300000GN000000144,2023-06-01 00:15:00,0.0
41,300000GN000000145,2023-06-01 00:15:00,0.0
42,300000GN000000146,2023-06-01 00:15:00,0.0
43,300000GN000000147,2023-06-01 00:15:00,4.0
44,300000GN000000148,2023-06-01 00:15:00,4.37
45,300000GN000000149,2023-06-01 00:15:00,44.69
46,300000GN000000150,2023-06-01 00:15:00,0.0
47,300000GN000000215,2023-06-01 00:15:00,0.0
48,300000GN000000216,2023-06-01 00:15:00,0.0
49,300000GN000000217,2023-06-01 00:15:00,0.0
50,300000GN000000218,2023-06-01 00:15:00,0.0
51,300000GN000000219,2023-06-01 00:15:00,0.0
52,300000GN000000220,2023-06-01 00:15:00,0.01
53,300000GN000000221,2023-06-01 00:15:00,0.02
54,300000GN000000222,2023-06-01 00:15:00,0.0
55,300000GN000000223,2023-06-01 00:15:00,0.0
56,300000GN000000224,2023-06-01 00:15:00,0.01
57,300000GN000000225,2023-06-01 00:15:00,4.78
58,300000GN000000307,2023-06-01 00:15:00,75.0
59,300000GN000000308,2023-06-01 00:15:00,75.0
60,300000GN000000309,2023-06-01 00:15:00,0.0
61,300000GN000000310,2023-06-01 00:15:00,0.0
62,300000GN000000311,2023-06-01 00:15:00,0.0
63,300000GN000000312,2023-06-01 00:15:00,0.0
64,300000GN000000313,2023-06-01 00:15:00,0.0
65,300000GN000000314,2023-06-01 00:15:00,0.0
66,300000GN000000315,2023-06-01 00:15:00,0.0
67,300000GN000000316,2023-06-01 00:15:00,0.0
68,300000GN000000317,2023-06-01 00:15:00,0.0
69,300000GN000000318,2023-06-01 00:15:00,0.0
70,300000GN000000319,2023-06-01 00:15:00,0.0
71,300000GN000000322,2023-06-01 00:15:00,220.0
72,300000GN000000323,2023-06-01 00:15:00,220.0
73,300000GN000000324,2023-06-01 00:15:00,0.0
74,300000GN000000325,2023-06-01 00:15:00,0.0
75,300000GN000000326,2023-06-01 00:15:00,8.56
76,300000GN000000327,2023-06-01 00:15:00,3.14
77,300000GN000000328,2023-06-01 00:15:00,3.46
78,300000GN000000329,2023-06-01 00:15:00,0.0
79,300000GN000000330,2023-06-01 00:15:00,0.0
80,300000GN000000331,2023-06-01 00:15:00,0.0
81,300000GN000000332,2023-06-01 00:15:00,0.0
82,300000GN000000333,2023-06-01 00:15:00,0.0
83,300000GN000000334,2023-06-01 00:15:00,1.72
84,300000GN000000335,2023-06-01 00:15:00,0.64
85,300000GN000000336,2023-06-01 00:15:00,1.11
86,300000GN000000337,2023-06-01 00:15:00,0.64
87,300000GN000000338,2023-06-01 00:15:00,0.75
88,300000GN000000339,2023-06-01 00:15:00,0.73
89,300000GN000000340,2023-06-01 00:15:00,1.07
90,300000GN000000341,2023-06-01 00:15:00,0.48
91,300000GN000000342,2023-06-01 00:15:00,23.1
92,300000GN000000343,2023-06-01 00:15:00,5.44
93,300000GN000000344,2023-06-01 00:15:00,6.17
94,300000GN000000345,2023-06-01 00:15:00,1.53
95,300000GN000000346,2023-06-01 00:15:00,0.01
96,300000GN000000347,2023-06-01 00:15:00,10.2
97,300000GN000000348,2023-06-01 00:15:00,9.62
98,300000GN000000349,2023-06-01 00:15:00,0.0
99,300000GN000000350,2023-06-01 00:15:00,0.15
100,300000GN000000351,2023-06-01 00:15:00,15.31
101,300000GN000000352,2023-06-01 00:15:00,1.34
102,300000GN000000353,2023-06-01 00:15:00,4.97
103,300000GN000000354,2023-06-01 00:15:00,2.43
104,300000GN000000355,2023-06-01 00:15:00,14.87
105,300000GN000000356,2023-06-01 00:15:00,4.58
106,300000GN000000357,2023-06-01 00:15:00,3.17
107,300000GN000000358,2023-06-01 00:15:00,0.0
108,300000GN000000359,2023-06-01 00:15:00,10.79
109,300000GN000000360,2023-06-01 00:15:00,0.0
110,300000GN000000361,2023-06-01 00:15:00,14.77
111,300000GN000000362,2023-06-01 00:15:00,10.89
112,300000GN000000363,2023-06-01 00:15:00,1.67
113,300000GN000000364,2023-06-01 00:15:00,33.82
114,300000GN000000365,2023-06-01 00:15:00,39.21
115,300000GN000000366,2023-06-01 00:15:00,11.38
116,300000GN000000367,2023-06-01 00:15:00,4.78
117,300000GN000000368,2023-06-01 00:15:00,0.0
118,300000GN000000369,2023-06-01 00:15:00,0.0
119,300000GN000000370,2023-06-01 00:15:00,0.66
120,300000GN000000371,2023-06-01 00:15:00,0.86
121,300000GN000000372,2023-06-01 00:15:00,0.0
122,300000GN000000373,2023-06-01 00:15:00,0.0
123,300000GN000000374,2023-06-01 00:15:00,0.0
124,300000GN000000375,2023-06-01 00:15:00,20.87
125,300000GN000000376,2023-06-01 00:15:00,19.7
126,300000GN000000377,2023-06-01 00:15:00,0.1
127,300000GN000000378,2023-06-01 00:15:00,0.0
128,300000GN000000379,2023-06-01 00:15:00,0.0
129,300000GN000000380,2023-06-01 00:15:00,13.68
130,300000GN000000381,2023-06-01 00:15:00,11.91
131,300000GN000000404,2023-06-01 00:15:00,17.5
132,300000GN000000405,2023-06-01 00:15:00,20.0
133,300000GN000000406,2023-06-01 00:15:00,0.15
134,300000GN000000407,2023-06-01 00:15:00,0.0
135,300000GN000000408,2023-06-01 00:15:00,0.19
136,300000GN000000409,2023-06-01 00:15:00,0.0
137,300000GN000000410,2023-06-01 00:15:00,0.0
138,300000GN000000411,2023-06-01 00:15:00,0.0
139,300000GN000000412,2023-06-01 00:15:00,0.0
140,300000GN000000413,2023-06-01 00:15:00,0.0
141,300000GN000000414,2023-06-01 00:15:00,2.92
142,300000GN00000432,2023-06-01 00:15:00,49.25
143,300000GN00000433,2023-06-01 00:15:00,50.44
144,300000GN00000434,2023-06-01 00:15:00,0.0
145,300000GN00000441,2023-06-01 00:15:00,20.09
146,300000GN00000442,2023-06-01 00:15:00,22.28
147,300000GN00000443,2023-06-01 00:15:00,0.0
148,300000GN00000444,2023-06-01 00:15:00,0.0
149,300000GN00000445,2023-06-01 00:15:00,0.0
150,300000GN00000446,2023-06-01 00:15:00,18.1
151,300000GN00000447,2023-06-01 00:15:00,20.71
152,300000GN00000448,2023-06-01 00:15:00,0.0
153,300000GN00000449,2023-06-01 00:15:00,7.84
154,300000GN00000450,2023-06-01 00:15:00,9.61
155,300000GN00000451,2023-06-01 00:15:00,18.7
156,300000GN00000452,2023-06-01 00:15:00,23.06
157,300000GN00000457,2023-06-01 00:15:00,0.0
158,300000GN00000478,2023-06-01 00:15:00,40.96
159,300000GN00000479,2023-06-01 00:15:00,0.0
160,300000GN00000480,2023-06-01 00:15:00,31.58
161,300000GN00000481,2023-06-01 00:15:00,63.03
162,300000GN00000482,2023-06-01 00:15:00,0.0
163,300000GN00000483,2023-06-01 00:15:00,58.65
164,300000GN00000484,2023-06-01 00:15:00,0.0
165,300000GN00000485,2023-06-01 00:15:00,15.81
166,300000GN00000486,2023-06-01 00:15:00,14.14
167,300000GN00000487,2023-06-01 00:15:00,0.0
168,300000GN00000488,2023-06-01 00:15:00,2.58
169,300000GN00000489,2023-06-01 00:15:00,0.0
170,300000GN00000490,2023-06-01 00:15:00,67.02
171,300000GN00000491,2023-06-01 00:15:00,0.0
172,300000GN00000492,2023-06-01 00:15:00,0.0
173,300000GN00000493,2023-06-01 00:15:00,0.0
174,300000GN00000494,2023-06-01 00:15:00,6.27
175,300000GN00000495,2023-06-01 00:15:00,0.0
176,300000GN00000496,2023-06-01 00:15:00,9.68
177,300000GN00000497,2023-06-01 00:15:00,9.93
178,300000GN00000508,2023-06-01 00:15:00,0.0
179,300000GN00000509,2023-06-01 00:15:00,0.0
180,300000GN00000510,2023-06-01 00:15:00,0.0
181,300000GN00000511,2023-06-01 00:15:00,0.6
182,300000GN00000512,2023-06-01 00:15:00,0.0
183,300000GN00000513,2023-06-01 00:15:00,0.0
184,300000GN000000048,2023-06-01 00:30:00,6.39
185,300000GN000000049,2023-06-01 00:30:00,6.98
186,300000GN000000050,2023-06-01 00:30:00,2.37
187,300000GN000000055,2023-06-01 00:30:00,8.82
188,300000GN000000056,2023-06-01 00:30:00,0.0
189,300000GN000000057,2023-06-01 00:30:00,0.0
190,300000GN000000058,2023-06-01 00:30:00,0.0
191,300000GN000000059,2023-06-01 00:30:00,5.35
192,300000GN000000060,2023-06-01 00:30:00,2.6
193,300000GN000000061,2023-06-01 00:30:00,2.72
194,300000GN000000062,2023-06-01 00:30:00,0.0
195,300000GN000000063,2023-06-01 00:30:00,0.0
196,300000GN000000064,2023-06-01 00:30:00,0.0
197,300000GN000000065,2023-06-01 00:30:00,0.0
198,300000GN000000066,2023-06-01 00:30:00,0.0
199,300000GN000000077,2023-06-01 00:30:00,32.62
200,300000GN000000078,2023-06-01 00:30:00,0.0
201,300000GN000000079,2023-06-01 00:30:00,1.78
202,300000GN000000080,2023-06-01 00:30:00,0.39
203,300000GN000000081,2023-06-01 00:30:00,5.85
204,300000GN000000112,2023-06-01 00:30:00,0.0
205,300000GN000000113,2023-06-01 00:30:00,0.0
206,300000GN000000114,2023-06-01 00:30:00,0.0
207,300000GN000000121,2023-06-01 00:30:00,0.0
208,300000GN000000122,2023-06-01 00:30:00,0.0
209,300000GN000000123,2023-06-01 00:30:00,0.0
210,300000GN000000124,2023-06-01 00:30:00,0.06
211,300000GN000000125,2023-06-01 00:30:00,3.4
212,300000GN000000128,2023-06-01 00:30:00,0.0
213,300000GN000000129,2023-06-01 00:30:00,0.0
214,300000GN000000130,2023-06-01 00:30:00,0.22
215,300000GN000000131,2023-06-01 00:30:00,0.1
216,300000GN000000132,2023-06-01 00:30:00,9.24
217,300000GN000000137,2023-06-01 00:30:00,3.33
218,300000GN000000138,2023-06-01 00:30:00,0.0
219,300000GN000000139,2023-06-01 00:30:00,0.0
220,300000GN000000140,2023-06-01 00:30:00,7.35
221,300000GN000000141,2023-06-01 00:30:00,0.0
222,300000GN000000142,2023-06-01 00:30:00,8.82
223,300000GN000000143,2023-06-01 00:30:00,0.0
224,300000GN000000144,2023-06-01 00:30:00,0.0
225,300000GN000000145,2023-06-01 00:30:00,0.0
226,300000GN000000146,2023-06-01 00:30:00,0.0
227,300000GN000000147,2023-06-01 00:30:00,0.0
228,300000GN000000148,2023-06-01 00:30:00,0.0
229,300000GN000000149,2023-06-01 00:30:00,31.02
230,300000GN000000150,2023-06-01 00:30:00,0.02
231,300000GN000000215,2023-06-01 00:30:00,0.0
232,300000GN000000216,2023-06-01 00:30:00,0.0
233,300000GN000000217,2023-06-01 00:30:00,0.0
234,300000GN000000218,2023-06-01 00:30:00,0.0
235,300000GN000000219,2023-06-01 00:30:00,0.0
236,300000GN000000220,2023-06-01 00:30:00,0.01
237,300000GN000000221,2023-06-01 00:30:00,0.02
238,300000GN000000222,2023-06-01 00:30:00,0.0
239,300000GN000000223,2023-06-01 00:30:00,0.0
240,300000GN000000224,2023-06-01 00:30:00,0.01
241,300000GN000000225,2023-06-01 00:30:00,7.95
242,300000GN000000307,2023-06-01 00:30:00,75.0
243,300000GN000000308,2023-06-01 00:30:00,75.0
244,300000GN000000309,2023-06-01 00:30:00,0.0
245,300000GN000000310,2023-06-01 00:30:00,0.0
246,300000GN000000311,2023-06-01 00:30:00,0.0
247,300000GN000000312,2023-06-01 00:30:00,0.0
248,300000GN000000313,2023-06-01 00:30:00,0.0
249,300000GN000000314,2023-06-01 00:30:00,0.0
250,300000GN000000315,2023-06-01 00:30:00,0.0
251,300000GN000000316,2023-06-01 00:30:00,0.0
252,300000GN000000317,2023-06-01 00:30:00,0.0
253,300000GN000000318,2023-06-01 00:30:00,0.0
254,300000GN000000319,2023-06-01 00:30:00,0.0
255,300000GN000000322,2023-06-01 00:30:00,220.0
256,300000GN000000323,2023-06-01 00:30:00,220.0
257,300000GN000000324,2023-06-01 00:30:00,0.0
258,300000GN000000325,2023-06-01 00:30:00,0.27
259,300000GN000000326,2023-06-01 00:30:00,7.58
260,300000GN000000327,2023-06-01 00:30:00,2.79
261,300000GN000000328,2023-06-01 00:30:00,3.74
262,300000GN000000329,2023-06-01 00:30:00,0.0
263,300000GN000000330,2023-06-01 00:30:00,0.0
264,300000GN000000331,2023-06-01 00:30:00,0.0
265,300000GN000000332,2023-06-01 00:30:00,0.0
266,300000GN000000333,2023-06-01 00:30:00,0.0
267,300000GN000000334,2023-06-01 00:30:00,0.0
268,300000GN000000335,2023-06-01 00:30:00,0.02
269,300000GN000000336,2023-06-01 00:30:00,0.02
270,300000GN000000337,2023-06-01 00:30:00,0.42
271,300000GN000000338,2023-06-01 00:30:00,0.41
272,300000GN000000339,2023-06-01 00:30:00,0.47
273,300000GN000000340,2023-06-01 00:30:00,0.75
274,300000GN000000341,2023-06-01 00:30:00,0.34
275,300000GN000000342,2023-06-01 00:30:00,23.1
276,300000GN000000343,2023-06-01 00:30:00,4.9
277,300000GN000000344,2023-06-01 00:30:00,6.35
278,300000GN000000345,2023-06-01 00:30:00,0.06
279,300000GN000000346,2023-06-01 00:30:00,0.0
280,300000GN000000347,2023-06-01 00:30:00,7.28
281,300000GN000000348,2023-06-01 00:30:00,7.52
282,300000GN000000349,2023-06-01 00:30:00,0.0
283,300000GN000000350,2023-06-01 00:30:00,0.0
284,300000GN000000351,2023-06-01 00:30:00,12.64
285,300000GN000000352,2023-06-01 00:30:00,0.67
286,300000GN000000353,2023-06-01 00:30:00,6.71
287,300000GN000000354,2023-06-01 00:30:00,5.37
288,300000GN000000355,2023-06-01 00:30:00,19.56
289,300000GN000000356,2023-06-01 00:30:00,3.77
290,300000GN000000357,2023-06-01 00:30:00,3.18
291,300000GN000000358,2023-06-01 00:30:00,0.0
292,300000GN000000359,2023-06-01 00:30:00,12.51
293,300000GN000000360,2023-06-01 00:30:00,0.0
294,300000GN000000361,2023-06-01 00:30:00,17.83
295,300000GN000000362,2023-06-01 00:30:00,7.6
296,300000GN000000363,2023-06-01 00:30:00,0.0
297,300000GN000000364,2023-06-01 00:30:00,22.21
298,300000GN000000365,2023-06-01 00:30:00,28.39
299,300000GN000000366,2023-06-01 00:30:00,7.97
300,300000GN000000367,2023-06-01 00:30:00,4.33
301,300000GN000000368,2023-06-01 00:30:00,0.59
302,300000GN000000369,2023-06-01 00:30:00,0.0
303,300000GN000000370,2023-06-01 00:30:00,0.0
304,300000GN000000371,2023-06-01 00:30:00,0.0
305,300000GN000000372,2023-06-01 00:30:00,0.0
306,300000GN000000373,2023-06-01 00:30:00,0.0
307,300000GN000000374,2023-06-01 00:30:00,0.0
308,300000GN000000375,2023-06-01 00:30:00,17.48
309,300000GN000000376,2023-06-01 00:30:00,17.92
310,300000GN000000377,2023-06-01 00:30:00,0.01
311,300000GN000000378,2023-06-01 00:30:00,0.0
312,300000GN000000379,2023-06-01 00:30:00,0.0
313,300000GN000000380,2023-06-01 00:30:00,9.43
314,300000GN000000381,2023-06-01 00:30:00,8.46
315,300000GN000000404,2023-06-01 00:30:00,17.5
316,300000GN000000405,2023-06-01 00:30:00,20.0
317,300000GN000000406,2023-06-01 00:30:00,0.18
318,300000GN000000407,2023-06-01 00:30:00,0.0
319,300000GN000000408,2023-06-01 00:30:00,0.2
320,300000GN000000409,2023-06-01 00:30:00,0.0
321,300000GN000000410,2023-06-01 00:30:00,0.0
322,300000GN000000411,2023-06-01 00:30:00,0.0
323,300000GN000000412,2023-06-01 00:30:00,0.0
324,300000GN000000413,2023-06-01 00:30:00,0.0
325,300000GN000000414,2023-06-01 00:30:00,2.77
326,300000GN00000432,2023-06-01 00:30:00,42.47
327,300000GN00000433,2023-06-01 00:30:00,45.54
328,300000GN00000434,2023-06-01 00:30:00,0.0
329,300000GN00000441,2023-06-01 00:30:00,16.55
330,300000GN00000442,2023-06-01 00:30:00,17.29
331,300000GN00000443,2023-06-01 00:30:00,0.0
332,300000GN00000444,2023-06-01 00:30:00,0.0
333,300000GN00000445,2023-06-01 00:30:00,0.0
334,300000GN00000446,2023-06-01 00:30:00,21.5
335,300000GN00000447,2023-06-01 00:30:00,24.54
336,300000GN00000448,2023-06-01 00:30:00,0.0
337,300000GN00000449,2023-06-01 00:30:00,12.17
338,300000GN00000450,2023-06-01 00:30:00,12.64
339,300000GN00000451,2023-06-01 00:30:00,22.84
340,300000GN00000452,2023-06-01 00:30:00,26.03
341,300000GN00000457,2023-06-01 00:30:00,0.0
342,300000GN00000478,2023-06-01 00:30:00,45.87
343,300000GN00000479,2023-06-01 00:30:00,0.0
344,300000GN00000480,2023-06-01 00:30:00,46.94
345,300000GN00000481,2023-06-01 00:30:00,53.74
346,300000GN00000482,2023-06-01 00:30:00,0.0
347,300000GN00000483,2023-06-01 00:30:00,39.84
348,300000GN00000484,2023-06-01 00:30:00,0.0
349,300000GN00000485,2023-06-01 00:30:00,6.15
350,300000GN00000486,2023-06-01 00:30:00,4.89
351,300000GN00000487,2023-06-01 00:30:00,0.0
352,300000GN00000488,2023-06-01 00:30:00,0.0
353,300000GN00000489,2023-06-01 00:30:00,0.0
354,300000GN00000490,2023-06-01 00:30:00,47.72
355,300000GN00000491,2023-06-01 00:30:00,0.0
356,300000GN00000492,2023-06-01 00:30:00,0.0
357,300000GN00000493,2023-06-01 00:30:00,0.0
358,300000GN00000494,2023-06-01 00:30:00,11.43
359,300000GN00000495,2023-06-01 00:30:00,7.84
360,300000GN00000496,2023-06-01 00:30:00,8.74
361,300000GN00000497,2023-06-01 00:30:00,15.18
362,300000GN00000508,2023-06-01 00:30:00,0.0
363,300000GN00000509,2023-06-01 00:30:00,0.0
364,300000GN00000510,2023-06-01 00:30:00,0.0
365,300000GN00000511,2023-06-01 00:30:00,0.0
366,300000GN00000512,2023-06-01 00:30:00,0.0
367,300000GN00000513,2023-06-01 00:30:00,0.0
368,300000GN000000048,2023-06-01 00:45:00,6.24
369,300000GN000000049,2023-06-01 00:45:00,9.48
370,300000GN000000050,2023-06-01 00:45:00,3.13
371,300000GN000000055,2023-06-01 00:45:00,5.45
372,300000GN000000056,2023-06-01 00:45:00,0.0
373,300000GN000000057,2023-06-01 00:45:00,0.0
374,300000GN000000058,2023-06-01 00:45:00,0.0
375,300000GN000000059,2023-06-01 00:45:00,5.81
376,300000GN000000060,2023-06-01 00:45:00,1.76
377,300000GN000000061,2023-06-01 00:45:00,2.52
378,300000GN000000062,2023-06-01 00:45:00,0.0
379,300000GN000000063,2023-06-01 00:45:00,0.0
380,300000GN000000064,2023-06-01 00:45:00,0.0
381,300000GN000000065,2023-06-01 00:45:00,0.0
382,300000GN000000066,2023-06-01 00:45:00,0.0
383,300000GN000000077,2023-06-01 00:45:00,24.7
384,300000GN000000078,2023-06-01 00:45:00,0.0
385,300000GN000000079,2023-06-01 00:45:00,0.61
386,300000GN000000080,2023-06-01 00:45:00,0.15
387,300000GN000000081,2023-06-01 00:45:00,4.49
388,300000GN000000112,2023-06-01 00:45:00,0.0
389,300000GN000000113,2023-06-01 00:45:00,0.0
390,300000GN000000114,2023-06-01 00:45:00,0.0
391,300000GN000000121,2023-06-01 00:45:00,0.0
392,300000GN000000122,2023-06-01 00:45:00,0.0
393,300000GN000000123,2023-06-01 00:45:00,0.0
394,300000GN000000124,2023-06-01 00:45:00,0.0
395,300000GN000000125,2023-06-01 00:45:00,0.0
396,300000GN000000128,2023-06-01 00:45:00,0.0
397,300000GN000000129,2023-06-01 00:45:00,0.0
398,300000GN000000130,2023-06-01 00:45:00,0.22
399,300000GN000000131,2023-06-01 00:45:00,0.1
400,300000GN000000132,2023-06-01 00:45:00,6.7
401,300000GN000000137,2023-06-01 00:45:00,0.0
402,300000GN000000138,2023-06-01 00:45:00,0.0
403,300000GN000000139,2023-06-01 00:45:00,0.0
404,300000GN000000140,2023-06-01 00:45:00,0.0
405,300000GN000000141,2023-06-01 00:45:00,0.0
406,300000GN000000142,2023-06-01 00:45:00,0.57
407,300000GN000000143,2023-06-01 00:45:00,0.0
408,300000GN000000144,2023-06-01 00:45:00,0.0
409,300000GN000000145,2023-06-01 00:45:00,0.0
410,300000GN000000146,2023-06-01 00:45:00,0.0
411,300000GN000000147,2023-06-01 00:45:00,0.0
412,300000GN000000148,2023-06-01 00:45:00,0.0
413,300000GN000000149,2023-06-01 00:45:00,19.55
414,300000GN000000150,2023-06-01 00:45:00,0.0
415,300000GN000000215,2023-06-01 00:45:00,0.0
416,300000GN000000216,2023-06-01 00:45:00,0.0
417,300000GN000000217,2023-06-01 00:45:00,0.0
418,300000GN000000218,2023-06-01 00:45:00,0.0
419,300000GN000000219,2023-06-01 00:45:00,0.0
420,300000GN000000220,2023-06-01 00:45:00,0.01
421,300000GN000000221,2023-06-01 00:45:00,0.02
422,300000GN000000222,2023-06-01 00:45:00,0.0
423,300000GN000000223,2023-06-01 00:45:00,0.0
424,300000GN000000224,2023-06-01 00:45:00,0.01
425,300000GN000000225,2023-06-01 00:45:00,9.2
426,300000GN000000307,2023-06-01 00:45:00,75.0
427,300000GN000000308,2023-06-01 00:45:00,75.0
428,300000GN000000309,2023-06-01 00:45:00,0.0
429,300000GN000000310,2023-06-01 00:45:00,0.0
430,300000GN000000311,2023-06-01 00:45:00,0.0
431,300000GN000000312,2023-06-01 00:45:00,0.0
432,300000GN000000313,2023-06-01 00:45:00,0.0
433,300000GN000000314,2023-06-01 00:45:00,0.0
434,300000GN000000315,2023-06-01 00:45:00,0.0
435,300000GN000000316,2023-06-01 00:45:00,0.0
436,300000GN000000317,2023-06-01 00:45:00,0.0
437,300000GN000000318,2023-06-01 00:45:00,0.0
438,300000GN000000319,2023-06-01 00:45:00,0.0
439,300000GN000000322,2023-06-01 00:45:00,220.0
440,300000GN000000323,2023-06-01 00:45:00,220.0
441,300000GN000000324,2023-06-01 00:45:00,0.13
442,300000GN000000325,2023-06-01 00:45:00,0.52
443,300000GN000000326,2023-06-01 00:45:00,5.31
444,300000GN000000327,2023-06-01 00:45:00,1.51
445,300000GN000000328,2023-06-01 00:45:00,0.67
446,300000GN000000329,2023-06-01 00:45:00,0.0
447,300000GN000000330,2023-06-01 00:45:00,0.0
448,300000GN000000331,2023-06-01 00:45:00,0.16
449,300000GN000000332,2023-06-01 00:45:00,0.0
450,300000GN000000333,2023-06-01 00:45:00,0.0
451,300000GN000000334,2023-06-01 00:45:00,0.0
452,300000GN000000335,2023-06-01 00:45:00,0.02
453,300000GN000000336,2023-06-01 00:45:00,0.02
454,300000GN000000337,2023-06-01 00:45:00,0.31
455,300000GN000000338,2023-06-01 00:45:00,0.4
456,300000GN000000339,2023-06-01 00:45:00,0.32
457,300000GN000000340,2023-06-01 00:45:00,0.46
458,300000GN000000341,2023-06-01 00:45:00,0.18
459,300000GN000000342,2023-06-01 00:45:00,16.71
460,300000GN000000343,2023-06-01 00:45:00,3.97
461,300000GN000000344,2023-06-01 00:45:00,3.72
462,300000GN000000345,2023-06-01 00:45:00,2.96
463,300000GN000000346,2023-06-01 00:45:00,1.54
464,300000GN000000347,2023-06-01 00:45:00,5.69
465,300000GN000000348,2023-06-01 00:45:00,6.03
466,300000GN000000349,2023-06-01 00:45:00,0.0
467,300000GN000000350,2023-06-01 00:45:00,0.0
468,300000GN000000351,2023-06-01 00:45:00,15.36
469,300000GN000000352,2023-06-01 00:45:00,2.41
470,300000GN000000353,2023-06-01 00:45:00,7.69
471,300000GN000000354,2023-06-01 00:45:00,7.95
472,300000GN000000355,2023-06-01 00:45:00,20.11
473,300000GN000000356,2023-06-01 00:45:00,5.0
474,300000GN000000357,2023-06-01 00:45:00,3.12
475,300000GN000000358,2023-06-01 00:45:00,0.0
476,300000GN000000359,2023-06-01 00:45:00,14.9
477,300000GN000000360,2023-06-01 00:45:00,0.0
478,300000GN000000361,2023-06-01 00:45:00,23.83
479,300000GN000000362,2023-06-01 00:45:00,6.04
480,300000GN000000363,2023-06-01 00:45:00,0.0
481,300000GN000000364,2023-06-01 00:45:00,13.31
482,300000GN000000365,2023-06-01 00:45:00,16.11
483,300000GN000000366,2023-06-01 00:45:00,4.37
484,300000GN000000367,2023-06-01 00:45:00,1.65
485,300000GN000000368,2023-06-01 00:45:00,1.01
486,300000GN000000369,2023-06-01 00:45:00,0.0
487,300000GN000000370,2023-06-01 00:45:00,0.0
488,300000GN000000371,2023-06-01 00:45:00,0.0
489,300000GN000000372,2023-06-01 00:45:00,0.0
490,300000GN000000373,2023-06-01 00:45:00,0.0
491,300000GN000000374,2023-06-01 00:45:00,0.0
492,300000GN000000375,2023-06-01 00:45:00,23.42
493,300000GN000000376,2023-06-01 00:45:00,20.69
494,300000GN000000377,2023-06-01 00:45:00,0.13
495,300000GN000000378,2023-06-01 00:45:00,0.0
496,300000GN000000379,2023-06-01 00:45:00,0.0
497,300000GN000000380,2023-06-01 00:45:00,6.55
498,300000GN000000381,2023-06-01 00:45:00,4.42
499,300000GN000000404,2023-06-01 00:45:00,17.5
500,300000GN000000405,2023-06-01 00:45:00,20.0
501,300000GN000000406,2023-06-01 00:45:00,0.17
502,300000GN000000407,2023-06-01 00:45:00,0.0
503,300000GN000000408,2023-06-01 00:45:00,0.19
504,300000GN000000409,2023-06-01 00:45:00,0.0
505,300000GN000000410,2023-06-01 00:45:00,0.0
506,300000GN000000411,2023-06-01 00:45:00,0.0
507,300000GN000000412,2023-06-01 00:45:00,0.0
508,300000GN000000413,2023-06-01 00:45:00,0.0
509,300000GN000000414,2023-06-01 00:45:00,2.62
510,300000GN00000432,2023-06-01 00:45:00,22.92
511,300000GN00000433,2023-06-01 00:45:00,20.09
512,300000GN00000434,2023-06-01 00:45:00,0.0
513,300000GN00000441,2023-06-01 00:45:00,12.52
514,300000GN00000442,2023-06-01 00:45:00,14.65
515,300000GN00000443,2023-06-01 00:45:00,0.0
516,300000GN00000444,2023-06-01 00:45:00,0.0
